EA_raw,Ensemble_member,Time_since_eruption,EA_diff_A,Travel_time_x,EA_diff_B,Travel_time_y
31.4553133,6,48.75,-11.7720198,86.9166667,-4.5345785,86.9166667
31.8626637,7,48.75,-11.3063142,86.9166667,-4.1945785,86.9166667
32.3264411,8,48.75,-10.8647624,85.9166667,-3.8597637,85.9166667
32.4781547,9,48.75,-10.7646414,84.9166667,-3.5297637,84.9166667
32.9285684,10,48.75,-10.6230276,84.9166667,-3.2197637,84.9166667
,11,48.75,-9.6680551,83.9166667,-3.0549489,83.9166667
,12,48.75,-9.3680551,82.9166667,-2.7549489,82.9166667
,13,48.75,-9.0628699,80.9166667,-2.4397637,80.9166667
,14,48.75,-8.7428699,79.9166667,-2.1649489,79.9166667
,15,48.75,-8.4480551,78.9166667,-1.8649489,78.9166667
,16,48.75,-8.0480551,78.9166667,-1.5649489,78.9166667
,17,48.75,-7.7780551,77.9166667,-1.2849489,77.9166667
,18,48.75,-7.4332403,78.9166667,-1.0001341,78.9166667
,19,48.75,-7.1232403,77.9166667,-0.7301341,77.9166667
,20,48.75,-6.8532403,76.9166667,-0.4349489,76.9166667
,21,48.75,-6.5084254,75.9166667,-0.1701341,75.9166667
29.9064678,1,48.7666667,-13.4186427,90.9166667,-6.3399209,90.9166667
30.0311388,2,48.7666667,-13.2449304,89.9166667,-5.9699209,89.9166667
30.2704204,3,48.7666667,-12.6447481,88.9166667,-5.5899209,88.9166667
30.7693735,4,48.7666667,-12.5375827,88.9166667,-5.2399209,88.9166667
31.0870306,5,48.7666667,-12.1654358,87.9166667,-4.8847357,87.9166667
31.4647449,6,48.7666667,-11.7766756,86.9166667,-4.5347357,86.9166667
31.8727185,7,48.7666667,-11.3120154,86.9166667,-4.1947357,86.9166667
32.3360146,8,48.7666667,-10.870265,85.9166667,-3.8595505,85.9166667
32.4881287,9,48.7666667,-10.7691689,84.9166667,-3.5295505,84.9166667
32.939058,10,48.7666667,-10.6284362,84.9166667,-3.2195505,84.9166667
,11,48.7666667,-9.6726227,83.9166667,-3.0543653,83.9166667
,12,48.7666667,-9.3726227,82.9166667,-2.7543653,82.9166667
,13,48.7666667,-9.0678079,80.9166667,-2.4395505,80.9166667
,14,48.7666667,-8.7478079,79.9166667,-2.1643653,79.9166667
,15,48.7666667,-8.4526227,78.9166667,-1.8643653,78.9166667
,16,48.7666667,-8.0526227,78.9166667,-1.5643653,78.9166667
,17,48.7666667,-7.7826227,77.9166667,-1.2843653,77.9166667
,18,48.7666667,-7.4374375,78.9166667,-0.9991802,78.9166667
,19,48.7666667,-7.1274375,77.9166667,-0.7291802,77.9166667
,20,48.7666667,-6.8574375,76.9166667,-0.4343653,76.9166667
,21,48.7666667,-6.5122523,75.9166667,-0.1691802,75.9166667
29.9155438,1,48.7833333,-13.4248303,90.9166667,-6.3404484,90.9166667
30.0403198,2,48.7833333,-13.2501274,89.9166667,-5.9704484,89.9166667
30.2801163,3,48.7833333,-12.6513192,88.9166667,-5.5904484,88.9166667
30.7789632,4,48.7833333,-12.5430303,88.9166667,-5.2404484,88.9166667
31.0965247,5,48.7833333,-12.1705784,87.9166667,-4.8848929,87.9166667
31.4741765,6,48.7833333,-11.7813313,86.9166667,-4.5348929,86.9166667
31.8827733,7,48.7833333,-11.3177166,86.9166667,-4.1948929,86.9166667
32.345588,8,48.7833333,-10.8757675,85.9166667,-3.8593373,85.9166667
32.4981027,9,48.7833333,-10.7736963,84.9166667,-3.5293373,84.9166667
32.9495476,10,48.7833333,-10.6338448,84.9166667,-3.2193373,84.9166667
,11,48.7833333,-9.6771903,83.9166667,-3.0537818,83.9166667
,12,48.7833333,-9.3771903,82.9166667,-2.7537818,82.9166667
,13,48.7833333,-9.0727459,80.9166667,-2.4393373,80.9166667
,14,48.7833333,-8.7527459,79.9166667,-2.1637818,79.9166667
,15,48.7833333,-8.4571903,78.9166667,-1.8637818,78.9166667
,16,48.7833333,-8.0571903,78.9166667,-1.5637818,78.9166667
,17,48.7833333,-7.7871903,77.9166667,-1.2837818,77.9166667
,18,48.7833333,-7.4416348,78.9166667,-0.9982262,78.9166667
,19,48.7833333,-7.1316348,77.9166667,-0.7282262,77.9166667
,20,48.7833333,-6.8616348,76.9166667,-0.4337818,76.9166667
,21,48.7833333,-6.5160792,75.9166667,-0.1682262,75.9166667
29.9246198,1,48.8,-13.4310179,90.9166667,-6.340976,90.9166667
30.0495008,2,48.8,-13.2553244,89.9166667,-5.970976,89.9166667
30.2898123,3,48.8,-12.6578903,88.9166667,-5.590976,88.9166667
30.788553,4,48.8,-12.5484779,88.9166667,-5.240976,88.9166667
31.1060188,5,48.8,-12.175721,87.9166667,-4.88505,87.9166667
31.4836081,6,48.8,-11.785987,86.9166667,-4.53505,86.9166667
31.892828,7,48.8,-11.3234179,86.9166667,-4.19505,86.9166667
32.3551615,8,48.8,-10.8812701,85.9166667,-3.8591241,85.9166667
32.5080768,9,48.8,-10.7782238,84.9166667,-3.5291241,84.9166667
32.9600372,10,48.8,-10.6392534,84.9166667,-3.2191241,84.9166667
,11,48.8,-9.6817579,83.9166667,-3.0531982,83.9166667
,12,48.8,-9.3817579,82.9166667,-2.7531982,82.9166667
,13,48.8,-9.0776839,80.9166667,-2.4391241,80.9166667
,14,48.8,-8.7576839,79.9166667,-2.1631982,79.9166667
,15,48.8,-8.4617579,78.9166667,-1.8631982,78.9166667
,16,48.8,-8.0617579,78.9166667,-1.5631982,78.9166667
,17,48.8,-7.7917579,77.9166667,-1.2831982,77.9166667
,18,48.8,-7.445832,78.9166667,-0.9972723,78.9166667
,19,48.8,-7.135832,77.9166667,-0.7272723,77.9166667
,20,48.8,-6.865832,76.9166667,-0.4331982,76.9166667
,21,48.8,-6.5199061,75.9166667,-0.1672723,75.9166667
29.9336958,1,48.8166667,-13.4372056,90.9166667,-6.3415035,90.9166667
30.0586818,2,48.8166667,-13.2605214,89.9166667,-5.9715035,89.9166667
30.2995082,3,48.8166667,-12.6644614,88.9166667,-5.5915035,88.9166667
30.7981427,4,48.8166667,-12.5539256,88.9166667,-5.2415035,88.9166667
31.1155129,5,48.8166667,-12.1808635,87.9166667,-4.8852072,87.9166667
31.4930397,6,48.8166667,-11.7906427,86.9166667,-4.5352072,86.9166667
31.9028828,7,48.8166667,-11.3291191,86.9166667,-4.1952072,86.9166667
32.3647349,8,48.8166667,-10.8867727,85.9166667,-3.8589109,85.9166667
32.5180508,9,48.8166667,-10.7827513,84.9166667,-3.5289109,84.9166667
32.9705268,10,48.8166667,-10.6446619,84.9166667,-3.2189109,84.9166667
,11,48.8166667,-9.6863256,83.9166667,-3.0526146,83.9166667
,12,48.8166667,-9.3863256,82.9166667,-2.7526146,82.9166667
,13,48.8166667,-9.0826218,80.9166667,-2.4389109,80.9166667
,14,48.8166667,-8.7626218,79.9166667,-2.1626146,79.9166667
,15,48.8166667,-8.4663256,78.9166667,-1.8626146,78.9166667
,16,48.8166667,-8.0663256,78.9166667,-1.5626146,78.9166667
,17,48.8166667,-7.7963256,77.9166667,-1.2826146,77.9166667
,18,48.8166667,-7.4500293,78.9166667,-0.9963183,78.9166667
,19,48.8166667,-7.1400293,77.9166667,-0.7263183,77.9166667
,20,48.8166667,-6.8700293,76.9166667,-0.4326146,76.9166667
,21,48.8166667,-6.523733,75.9166667,-0.1663183,75.9166667
29.9427718,1,48.8333333,-13.4433932,90.9166667,-6.3420311,90.9166667
30.0678628,2,48.8333333,-13.2657183,89.9166667,-5.9720311,89.9166667
30.3092042,3,48.8333333,-12.6710325,88.9166667,-5.5920311,88.9166667
30.8077325,4,48.8333333,-12.5593732,88.9166667,-5.2420311,88.9166667
31.125007,5,48.8333333,-12.1860061,87.9166667,-4.8853644,87.9166667
31.5024713,6,48.8333333,-11.7952985,86.9166667,-4.5353644,86.9166667
31.9129376,7,48.8333333,-11.3348203,86.9166667,-4.1953644,86.9166667
32.3743084,8,48.8333333,-10.8922753,85.9166667,-3.8586977,85.9166667
32.5280248,9,48.8333333,-10.7872787,84.9166667,-3.5286977,84.9166667
32.9810164,10,48.8333333,-10.6500705,84.9166667,-3.2186977,84.9166667
,11,48.8333333,-9.6908932,83.9166667,-3.0520311,83.9166667
,12,48.8333333,-9.3908932,82.9166667,-2.7520311,82.9166667
,13,48.8333333,-9.0875598,80.9166667,-2.4386977,80.9166667
,14,48.8333333,-8.7675598,79.9166667,-2.1620311,79.9166667
,15,48.8333333,-8.4708932,78.9166667,-1.8620311,78.9166667
,16,48.8333333,-8.0708932,78.9166667,-1.5620311,78.9166667
,17,48.8333333,-7.8008932,77.9166667,-1.2820311,77.9166667
,18,48.8333333,-7.4542265,78.9166667,-0.9953644,78.9166667
,19,48.8333333,-7.1442265,77.9166667,-0.7253644,77.9166667
,20,48.8333333,-6.8742265,76.9166667,-0.4320311,76.9166667
,21,48.8333333,-6.5275598,75.9166667,-0.1653644,75.9166667
29.9518478,1,48.85,-13.4495808,90.9166667,-6.3425586,90.9166667
30.0770438,2,48.85,-13.2709153,89.9166667,-5.9725586,89.9166667
30.3189002,3,48.85,-12.6776037,88.9166667,-5.5925586,88.9166667
30.8173222,4,48.85,-12.5648208,88.9166667,-5.2425586,88.9166667
31.1345011,5,48.85,-12.1911487,87.9166667,-4.8855216,87.9166667
31.5119029,6,48.85,-11.7999542,86.9166667,-4.5355216,86.9166667
31.9229923,7,48.85,-11.3405215,86.9166667,-4.1955216,86.9166667
32.3838819,8,48.85,-10.8977779,85.9166667,-3.8584845,85.9166667
32.5379988,9,48.85,-10.7918062,84.9166667,-3.5284845,84.9166667
32.991506,10,48.85,-10.6554791,84.9166667,-3.2184845,84.9166667
,11,48.85,-9.6954608,83.9166667,-3.0514475,83.9166667
,12,48.85,-9.3954608,82.9166667,-2.7514475,82.9166667
,13,48.85,-9.0924978,80.9166667,-2.4384845,80.9166667
,14,48.85,-8.7724978,79.9166667,-2.1614475,79.9166667
,15,48.85,-8.4754608,78.9166667,-1.8614475,78.9166667
,16,48.85,-8.0754608,78.9166667,-1.5614475,78.9166667
,17,48.85,-7.8054608,77.9166667,-1.2814475,77.9166667
,18,48.85,-7.4584238,78.9166667,-0.9944105,78.9166667
,19,48.85,-7.1484238,77.9166667,-0.7244105,77.9166667
,20,48.85,-6.8784238,76.9166667,-0.4314475,76.9166667
